Accession,lat,lng
Acc_10354,12.066667,-85.083333
Acc_10355,11.11666,-84.76666
Acc_10356,11.125,-84.766667
Acc_10357,11.833333,-85.933333
Acc_10358,9.5,-79.616667
Acc_10359,11.5,-85.88333
Acc_10360,11.5,-85.88333
Acc_10361,11.25,-85.63333
Acc_10362,11.78333,-86.51666
Acc_10363,11.78333,-86.16666
Acc_10364,-14.349167,-67.970833
Acc_10365,11.78333,-86.16666
Acc_10366,11.33333,-85.81666
Acc_10367,11.33333,-85.81666
Acc_10368,12.91666,-85.91666
Acc_10369,8.645833,-80.133333
Acc_10370,6.08333,-77.26666
Acc_10371,6.08333,-77.26666
Acc_10372,6.220556,-77.4075
Acc_10373,13.63333,-86.5
Acc_10374,13.633333,-86.5
Acc_10375,13.633333,-86.5
Acc_10376,7.9225,-77.715833
Acc_10377,7.9225,-77.715833
Acc_10378,7.933333,-77.716667
Acc_10379,-14.976389,-67.814722
Acc_10380,8.116667,-77.733333
Acc_10381,8.116667,-77.733333
Acc_10382,8.116667,-77.733333
Acc_10383,8.645833,-80.133333
Acc_10384,-16.558889,-66.141389
Acc_10385,-5.26555,-78.36861
Acc_10386,-6.2125,-77.68305
Acc_10387,-6.2125,-77.683056
Acc_10388,-5.05916,-78.33861
Acc_10389,-17.07944,-64.28611
Acc_10390,9.35,-79.666667
Acc_10391,9.35,-79.666667
Acc_10392,-2.45,-79.58333
Acc_10393,-14.4975,-68.24916
Acc_10394,9.791667,-84.475
Acc_10395,-1.56666,-79.06666
Acc_10396,8.51666,-81.08333
Acc_10397,-20.40027,-63.92972
Acc_10398,-2.4,-79.666667
Acc_10399,-14.43888,-67.53638
Acc_10400,-2.633333,-79.433333
Acc_10401,-14.66444,-67.82305
Acc_10402,-14.66,-67.811667
Acc_10403,-14.6475,-67.79444
Acc_10404,-14.6475,-67.79444
Acc_10405,-0.4,-79.58333
Acc_10406,-2.4,-79.6
Acc_10407,-14.976389,-67.814694
Acc_10408,-2.4,-79.58333
Acc_10409,-14.969722,-67.794722
Acc_10410,0.98638,-78.59722
Acc_10411,-4.0975,-78.79527
Acc_10412,11.56611,-86.21611
Acc_10413,8.79305,-79.55722
Acc_10414,8.645833,-80.133333
Acc_10415,8.25,-78.3
Acc_10416,8.46666,-78.15
Acc_10417,8.61666,-80.14166
Acc_10418,9.23388,-79.375
Acc_10419,8.536944,-81.151667
Acc_10420,8.48777,-81.06194
Acc_10421,12.066667,-86.25
Acc_10422,9.3,-82.4
Acc_10423,13.01666,-85.76666
Acc_10424,9.16833,-79.75305
Acc_10425,6.000139,-74.000506
Acc_10426,5.96666,-76.01666
Acc_10427,14.085,-87.166944
Acc_10428,9.21666,-79.4
Acc_10429,9.33333,-79.76666
Acc_10430,10.349444,-67.685555
Acc_10431,-17.551389,-63.850278
Acc_10432,-17.75194,-64.75
Acc_10433,-18.095,-63.91527
Acc_10434,-18.1,-63.8
Acc_10435,-1.61666,-79.06666
Acc_10436,0.366667,-78.466667
Acc_10437,5.95,-74.85
Acc_10438,6.93333,-74.75
Acc_10439,6.26666,-75.53333
Acc_10440,6.21666,-75.48333
Acc_10441,6.13333,-75.63333
Acc_10442,6.25,-75.5
Acc_10443,6.53333,-76.31666
Acc_10444,5.88333,-74.65
Acc_10445,6.000833,-74.0001
Acc_10446,7.23333,-76.45
Acc_10447,6.1,-74.8
Acc_10448,7.5,-74.83333
Acc_10449,7.666389,-76.680833
Acc_10450,5.9,-76.08333
Acc_10451,6.000217,-74.00015
Acc_10452,6.55,-76.31666
Acc_10453,5.88333,-74.65
Acc_10454,6.00083,-74.0004
Acc_10455,5.91666,-76
Acc_10456,9.25805,-79.35222
Acc_10457,7.2475,-76.43916
Acc_10458,15.733333,-87.450278
Acc_10459,7.78333,-77.71666
Acc_10460,6.2,-75.66666
Acc_10461,5.55,-75.88333
Acc_10462,6.3,-75.48333
Acc_10463,-17.9,-63.43333
Acc_10464,8.88333,-78
Acc_10465,8.88333,-78
Acc_10466,8.85,-77.916667
Acc_10467,7.004167,-77.604167
Acc_10468,8.46666,-75.58333
Acc_10469,8.533333,-76.45
Acc_10470,-11.42,-75.33
Acc_10471,-5.68333,-77.8
Acc_10472,-5.655,-79.31333
Acc_10473,-18.16666,-63.86666
Acc_10474,-17.818056,-64.534722
Acc_10475,-18.10833,-63.95
Acc_10476,-17.5,-63.6
Acc_10477,-18.1,-63.91666
Acc_10478,-18.10833,-63.95
Acc_10479,5.5,-76.61666
Acc_10480,5.73333,-76.41666
Acc_10481,9.441667,-78.566667
Acc_10482,9.416667,-79.083333
Acc_10483,8.95,-78.21666
Acc_10484,-10.5,-75.08333
Acc_10485,9.11555,-78.33666
Acc_10486,9.5,-75.5
Acc_10487,9.5,-75.5
Acc_10488,12.216667,-86.333333
Acc_10489,8.75,-82.25
Acc_10490,6.08333,-75.78333
Acc_10491,1.6,-75.61666
Acc_10492,13.21666,-86.3
Acc_10493,18.594722,-95.09
Acc_10494,-4.08333,-79.1
Acc_10495,9.06444,-79.64944
Acc_10496,8.68805,-79.91944
Acc_10497,14.65888,-90.42361
Acc_10498,10.5,-83.78
Acc_10499,8.6,-83.7
Acc_10500,9.58,-82.88
Acc_10501,9.74,-84.07
Acc_10502,8.1125,-80.942778
Acc_10503,10.89,-84.67
Acc_10504,15.405,-91.15083
Acc_10505,13.81666,-89.93333
Acc_10506,17.17,-92.11
Acc_10507,17.96,-88.89
Acc_10508,14.933889,-91.898611
Acc_10509,18.68,-90.73
Acc_10510,17.83,-91.14
Acc_10511,8.53972,-81.15722
Acc_10512,13.81666,-89.93333
Acc_10513,16.958611,-92.112222
Acc_10514,16.65,-90.8
Acc_10515,16.99166,-89.89944
Acc_10516,13.87,-89.68222
Acc_10517,16.71666,-88.98333
Acc_10518,8.35,-82.983333
Acc_10519,15.25,-85.41666
Acc_10520,10.07,-84.51
Acc_10521,20.933333,-89.016667
Acc_10522,10.29,-84.78
Acc_10523,8.05,-77.71666
Acc_10524,8.6,-81.1
Acc_10525,9.311111,-78.944444
Acc_10526,8.816667,-82.448333
Acc_10527,9.383333,-78.816667
Acc_10528,9.43333,-78.9
Acc_10529,9.10583,-78.76
Acc_10530,9.38333,-78.81666
Acc_10531,10.39,-84.15
Acc_10532,9.5,-79.666667
Acc_10533,8.75,-82.25
Acc_10534,8.625,-80.11333
Acc_10535,8.61666,-79.06666
Acc_10536,7.45,-78.083333
Acc_10537,8.35,-77.45
Acc_10538,8.683333,-82.2
Acc_10539,9.26722,-78.9275
Acc_10540,19.583333,-88.033333
Acc_10541,14.93,-92.24
Acc_10542,9.625,-83.283333
Acc_10543,15.260556,-87.974167
Acc_10544,10.42,-84
Acc_10545,16.966667,-88.983333
Acc_10546,21.03,-88.95
Acc_10547,10.836111,-85.614722
Acc_10548,16.990556,-88.99
Acc_10549,17.54,-92.92
Acc_10550,17.17,-92.11
Acc_10551,16.19972,-89.44194
Acc_10552,15.733333,-87.450278
Acc_10553,16.33333,-89.16666
Acc_10554,8.01666,-77.7
Acc_10555,18.96,-100.54
Acc_10556,7.833333,-77.733333
Acc_10557,1.33333,-71.95
Acc_10558,9.1525,-78.313889
Acc_10559,8.691111,-79.915278
Acc_10560,8,-77.933333
Acc_10561,9.23388,-79.375
Acc_10562,9.1,-78.75
Acc_10563,8.575,-77.45833
Acc_10564,8.62333,-80.10833
Acc_10565,17.27,-94.45
Acc_10566,9.38333,-83.64027
Acc_10567,14.166945,-90.4225
Acc_10568,-4.85,-73.833333
Acc_10569,-14.46666,-67.55
Acc_10570,-15.75,-67.83333
Acc_10571,5.76666,-76.58333
Acc_10572,-15.53166,-67.35666
Acc_10573,-2.904444,-76.402222
Acc_10574,8.626667,-80.105
Acc_10575,5.53333,-76.63333
Acc_10576,5.2987,-77.0572
Acc_10577,5.58333,-76.65
Acc_10578,7.01666,-77.5
Acc_10579,-4.91666,-78.31666
Acc_10580,8.066667,-78.416667
Acc_10581,8.621389,-79.061389
Acc_10582,8.85,-78.2
Acc_10583,8.85,-78.2
Acc_10584,8.88333,-78
Acc_10585,8.866667,-77.85
Acc_10586,-0.04555,-78.64666
Acc_10587,0.91666,-78.63333
Acc_10588,-1.666667,-76.95
Acc_10589,-1.666667,-76.95
Acc_10590,10.13,-84.48
Acc_10591,-5.6,-78.35
Acc_10592,10.64,-83.73
Acc_10593,10.83,-85.63
Acc_10594,10.59,-83.8
Acc_10595,10.89,-84.78
Acc_10596,8.81,-83.27
Acc_10597,9.63,-82.89
Acc_10598,10.05,-85.42
Acc_10599,9.39,-83.58
Acc_10600,8.71,-83.58
Acc_10601,9.06,-83.27
Acc_10602,8.7,-83.52
Acc_10603,9.63,-82.68
Acc_10604,10.88,-85.48
Acc_10605,9.78,-83.34
Acc_10606,10.99,-85.42
Acc_10607,10.45,-83.78
Acc_10608,8.71,-83.5
Acc_10609,10.95,-84.74
Acc_10610,10.99,-85.42
Acc_10611,10.19,-83.83
Acc_10612,11.966667,-85.966667
Acc_10613,12.15,-86.266667
Acc_10614,12.616667,-87.15
Acc_10615,11.45,-85.916667
Acc_10616,11.533333,-85.7
Acc_10617,12.916667,-85.916667
Acc_10618,12.15,-86.266667
Acc_10619,12.91666,-85.98333
Acc_10620,9.91,-84.25
Acc_10621,-0.11666,-75.25
Acc_10622,-0.41666,-76.66666
Acc_10623,-0.41666,-76.66666
Acc_10624,-0.383333,-76.666667
Acc_10625,0.01666,-78.61666
Acc_10626,-1.46666,-77.51666
Acc_10627,-1.46666,-77.5
Acc_10628,-1.06666,-77.61666
Acc_10629,-1.06666,-77.61666
Acc_10630,-15.25,-68.16666
Acc_10631,-16.33333,-67.96666
Acc_10632,1.01666,-77.28333
Acc_10633,7.8,-71.666667
Acc_10634,10.43333,-68.81666
Acc_10635,10.13333,-65.68333
Acc_10636,7.46666,-72.15
Acc_10637,7.46666,-72.15
Acc_10638,-6.33333,-76.33333
Acc_10639,-0.73333,-77.8
Acc_10640,7.75,-71.48333
Acc_10641,7.8,-71.666667
Acc_10642,-0.71666,-77.81666
Acc_10643,-0.71666,-77.81666
Acc_10644,11.36666,-84.01666
Acc_10645,11.416667,-84.216667
Acc_10646,11.01666,-84.2
Acc_10647,-1.06666,-77.6
Acc_10648,10.85,-84.16666
Acc_10649,10.85,-84.16666
Acc_10650,10.76666,-83.98333
Acc_10651,11.06666,-83.85
Acc_10652,-1.46666,-77.51666
Acc_10653,-1.46666,-77.5
Acc_10654,-17.916667,-63.883333
Acc_10655,-17.833333,-64.216667
Acc_10656,-5.01666,-78.9
Acc_10657,7.75,-63
Acc_10658,9.18333,-70.15
Acc_10659,13.81666,-89.93333
Acc_10660,10.25,-84.16
Acc_10661,9.466667,-69.916667
Acc_10662,13.91277,-88.39138
Acc_10663,8.25,-77.75
Acc_10664,8.2,-77.71666
Acc_10665,15.52,-89.357778
Acc_10666,9.215,-79.970556
Acc_10667,15.735833,-87.453889
Acc_10668,9.225,-79.40111
Acc_10669,9.275,-79.31388
Acc_10670,8.183333,-77.683333
Acc_10671,15.299722,-89.703889
Acc_10672,14.06416,-87.175
Acc_10673,9.03333,-70.01666
Acc_10674,15.73361,-87.45055
Acc_10675,8.75,-78.5
Acc_10676,13.81666,-89.93333
Acc_10677,8.8,-82.4
Acc_10678,9.03333,-70.01666
Acc_10679,10.25,-68.48333
Acc_10680,7.716667,-77.733333
Acc_10681,8.66666,-77.4
Acc_10682,13.67222,-89.25
Acc_10683,8.65,-80.6
Acc_10684,19.16,-103.5
Acc_10685,9.383333,-79.566667
Acc_10686,10.25,-68.48333
Acc_10687,9.408333,-79.666667
Acc_10688,9.511667,-79.687222
Acc_10689,8.73333,-82.23333
Acc_10690,15.555556,-85.715278
Acc_10691,8.933611,-78.423611
Acc_10692,9.49166,-79.55833
Acc_10693,8.73333,-82.23333
Acc_10694,15.23222,-85.37583
Acc_10695,9.366667,-79.691667
Acc_10696,9.177778,-79.408333
Acc_10697,13.66666,-89.23333
Acc_10698,9.5,-79.65
Acc_10699,9.08916,-78.6825
Acc_10700,7.45,-78.05
Acc_10701,9.30833,-82.54166
Acc_10702,15.73361,-87.45055
Acc_10703,9.5,-79.633333
Acc_10704,9.25,-78.833333
Acc_10705,8.683333,-79.916667
Acc_10706,8.482222,-81.098055
Acc_10707,8.75,-80.483333
Acc_10708,8.81666,-82.4
Acc_10709,9.333333,-78.933333
Acc_10710,8.2,-77.71666
Acc_10711,7.96666,-77.7
Acc_10712,7.966667,-77.7
Acc_10713,9.47916,-79.675
Acc_10714,20.18,-90.11
Acc_10715,7.9,-72.3
Acc_10716,9.2,-79.966667
Acc_10717,15.671667,-88.6925
Acc_10718,14.45722,-85.86611
Acc_10719,8.68333,-80.45
Acc_10720,13.67222,-89.25
Acc_10721,8.66666,-80.6
Acc_10722,0.45,-77.55
Acc_10723,13.13333,-86.33333
Acc_10724,-0.98333,-78.21666
Acc_10725,-12.583333,-71.25
Acc_10726,6.10722,-73.19777
Acc_10727,9.12,-83.07
Acc_10728,8.48,-83.59
Acc_10729,10.43,-83.78
Acc_10730,13.867778,-88.851111
Acc_10731,13.659167,-89.380278
Acc_10732,13.851667,-89.986667
Acc_10733,13.85,-89.9
Acc_10734,13.506389,-89.506111
Acc_10735,-4.56805,-78.19805
Acc_10736,-4.61888,-78.22944
Acc_10737,-4.61888,-78.22944
Acc_10738,-4.52638,-78.17611
Acc_10739,-4.61888,-78.22944
Acc_10740,-5.01666,-79.01666
Acc_10741,11.666667,-84.433333
Acc_10742,11.6,-84.366667
Acc_10743,11.666667,-84.433333
Acc_10744,12.28333,-85.38333
Acc_10745,13.25,-86.366667
Acc_10746,-1.1,-77.9
Acc_10747,-1.1,-77.9
Acc_10748,-6.04583,-77.68305
Acc_10749,12.06666,-86.36666
Acc_10750,-13.15,-70.26666
Acc_10751,-13.41666,-69.91666
Acc_10752,-13.26666,-70.31666
Acc_10753,11.716667,-84.3
Acc_10754,-0.35,-76.11666
Acc_10755,-0.96666,-77.66666
Acc_10756,9.7,-84.13
Acc_10757,9.59,-85.13
Acc_10758,9.8,-84.46
Acc_10759,11.966667,-86.3
Acc_10760,11.95,-86.116667
Acc_10761,-0.95,-78.23333
Acc_10762,6.51666,-76.3
Acc_10763,6.53333,-76.31666
Acc_10764,4.62583,-76.08527
Acc_10765,5.5,-66.58333
Acc_10766,16.531945,-88.596667
Acc_10767,3.833333,-76.866667
Acc_10768,9.26722,-78.9275
Acc_10769,2.266667,-68.366667
Acc_10770,-5.26666,-78.71666
Acc_10771,-1.06666,-77.6
Acc_10772,5.34472,-76.245
Acc_10773,-5.35,-78.76666
Acc_10774,11.95,-86.33333
Acc_10775,12.08333,-86.01666
Acc_10776,16.382778,-89.119444
Acc_10777,11.15,-84.166667
Acc_10778,11.15,-84.166667
Acc_10779,11.15,-84.183333
Acc_10780,11.15,-84.183333
Acc_10781,11.15,-84.183333
Acc_10782,11.15,-84.183333
Acc_10783,11.15,-84.183333
Acc_10784,11.016667,-84.233333
Acc_10785,11.01666,-84.2
Acc_10786,11.01666,-84.23333
Acc_10787,11.01666,-84.23333
Acc_10788,11.08333,-83.98333
Acc_10789,13.1,-86.533333
Acc_10790,-1.42,-78.17
Acc_10791,-0.28333,-75.86666
Acc_10792,0.081945,-77.024722
Acc_10793,-12.65638,-68.73694
Acc_10794,-17.88333,-64.5
Acc_10795,-14.60361,-61.49111
Acc_10796,-14.558333,-60.761389
Acc_10797,2.47444,-72.69666
Acc_10798,-0.61666,-77.63333
Acc_10799,0.01666,-79.96666
Acc_10800,3.91666,-77
Acc_10801,3.91666,-77
Acc_10802,3.91666,-77
Acc_10803,3.91666,-77
Acc_10804,3.933333,-77.133333
Acc_10805,6.53333,-76.31666
Acc_10806,16.745,-88.93
Acc_10807,6.053611,-75.022222
Acc_10808,9.5,-79.65
Acc_10809,8.70027,-83.51333
Acc_10810,3.89555,-76.0225
Acc_10811,0.18333,-78.31666
Acc_10812,0.5,-79.83333
Acc_10813,16.49166,-88.93888
Acc_10814,-4.91666,-78.83333
Acc_10815,-5.36666,-78.5
Acc_10816,-5.33333,-78.58333
Acc_10817,-3.41666,-72.9
Acc_10818,0.35,-79.73333
Acc_10819,0.35,-79.73333
Acc_10820,-2.17,-79.83
Acc_10821,11.15,-85.78333
Acc_10822,12.03333,-86.51666
Acc_10823,-17.29833,-59.69666
Acc_10824,-14.31666,-67.38333
Acc_10825,-17.683333,-68.583333
Acc_10826,2.31833,-72.75805
Acc_10827,16.518056,-88.915
Acc_10828,-1.05,-76.2
Acc_10829,-3.5,-73.083333
Acc_10830,0.35,-79.73333
Acc_10831,-2.16666,-80.13333
Acc_10832,-0.86666,-77.5
Acc_10833,-0.88333,-77.51666
Acc_10834,-0.65,-76.43333
Acc_10835,-0.88333,-77.55
Acc_10836,-0.78333,-77.46666
Acc_10837,-0.5,-76.43333
Acc_10838,-0.58333,-77.33333
Acc_10839,-0.73333,-77.53333
Acc_10840,-4.91666,-78.31666
Acc_10841,-4.91666,-78.31666
Acc_10842,-0.68333,-77.68333
Acc_10843,9.3,-78.966667
Acc_10844,14.09,-89.693889
Acc_10845,8.679722,-80.533889
Acc_10846,8.838611,-80.6775
Acc_10847,14.366389,-89.396389
Acc_10848,13.835278,-89.511667
Acc_10849,8.6795,-80.597167
Acc_10850,8.6797,-80.597583
Acc_10851,-6.598611,-77.791944
Acc_10852,9.135556,-82.501667
Acc_10853,9.128611,-82.488611
Acc_10854,8.735278,-80.779722
Acc_10855,8.834083,-80.633555
Acc_10856,-10.134444,-75.368333
Acc_10857,-10.134444,-75.368333
Acc_10858,-10.134444,-75.368333
Acc_10859,-10.134444,-75.368333
Acc_10860,-10.134444,-75.368333
Acc_10861,-10.134444,-75.368333
Acc_10862,-9.422222,-74.734722
Acc_10863,11.293533,-84.7799
Acc_10864,-11.375278,-74.003056
Acc_10865,-6.918611,-77.897222
Acc_10866,11.38545,-85.779183
Acc_10867,11.38545,-85.779183
Acc_10868,9.51666,-69.9
Acc_10869,18.653083,-97.002833
Acc_10870,11.865,-85.289111
Acc_10871,-10.438333,-75.4525
Acc_10872,8.703056,-80.586944
Acc_10873,8.698889,-80.892222
Acc_10874,17.0562,-88.325
Acc_10875,17.24,-89.141
Acc_10876,-2.826944,-77.971111
Acc_10877,-3.47,-79.7
Acc_10878,-2.333333,-77.683333
Acc_10879,5.666667,-75.75
Acc_10880,-4.333333,-78.666667
Acc_10881,-6.918611,-77.897222
Acc_10882,16.810556,-91.076389
Acc_10883,16.769167,-91.109722
Acc_10884,8.755833,-82.240555
Acc_10885,16.814722,-91.061111
Acc_10886,8.808611,-80.723611
Acc_10887,8.923889,-80.676944
Acc_10888,8.874445,-80.6675
Acc_10889,8.870833,-80.851111
Acc_10890,8.874167,-80.666944
Acc_10891,8.909722,-80.721944
Acc_10892,8.808056,-80.724167
Acc_10893,8.845278,-80.825833
Acc_10894,8.721389,-80.634167
Acc_10895,-10.195278,-75.584722
Acc_10896,-5.888889,-76.622222
Acc_10897,8.715278,-80.643611
Acc_10898,8.706111,-80.634167
Acc_10899,8.974445,-80.706389
Acc_10900,8.974445,-80.706389
Acc_10901,8.958056,-80.694444
Acc_10902,8.711944,-80.591667
Acc_10903,8.704444,-80.634167
Acc_10904,8.713889,-80.590833
Acc_10905,8.718889,-80.613889
Acc_10906,8.719722,-80.629722
Acc_10907,8.704444,-80.634167
Acc_10908,8.721389,-80.634167
Acc_10909,-9.141111,-75.7075
Acc_10910,-5.833333,-76.55
Acc_10911,-6.266667,-76.283333
Acc_10912,8.894167,-80.679167
Acc_10913,-2.548889,-76.862778
Acc_10914,-10.134444,-75.368333
Acc_10915,-10.134444,-75.368333
Acc_10916,12.383333,-87.016667
Acc_10917,8.892778,-80.678889
Acc_10918,-10.134444,-75.368333
Acc_10919,-10.134444,-75.368333
Acc_10920,-10.134444,-75.368333
Acc_10921,-10.134444,-75.368333
Acc_10922,-10.134444,-75.368333
Acc_10923,-10.134444,-75.368333
Acc_10924,-10.134444,-75.368333
Acc_10925,17.375556,-88.442778
Acc_10926,-1.883333,-77.8
Acc_10927,-4.3325,-79.835555
Acc_10928,16.552778,-88.730556
Acc_10929,17.305278,-88.445278
Acc_10930,-1.491944,-77.376389
Acc_10931,8.671667,-83.504722
Acc_10932,9.618889,-83.259444
Acc_10933,-6.202222,-77.908056
Acc_10934,-7.606111,-34.820556
Acc_10935,-14.497278,-68.249305
Acc_10936,-21.073889,-64.344444
Acc_10937,-19.700139,-63.970417
Acc_10938,-6.308139,-78.086805
Acc_10939,8.565556,-83.507083
Acc_10940,9.385306,-84.142972
Acc_10941,10.440806,-83.578222
Acc_10942,10.802833,-85.64075
Acc_10943,9.809222,-84.574472
Acc_10944,10.775083,-85.349222
Acc_10945,9.379445,-84.147194
Acc_10946,9.776389,-84.606944
Acc_10947,9.680556,-84.252778
Acc_10948,9.708889,-84.295555
Acc_10949,10.858333,-85.830556
Acc_10950,10.900833,-85.916667
Acc_10951,10.890278,-85.9
Acc_10952,10.704603,-84.992304
Acc_10953,9.696944,-84.670833
Acc_10954,8.440069,-83.283107
Acc_10955,9.664664,-83.02469
Acc_10956,8.440069,-83.283107
Acc_10957,9.812222,-84.471111
Acc_10958,9.809444,-84.474167
Acc_10959,10.344631,-84.820556
Acc_10960,9.664664,-83.02469
Acc_10961,10.114444,-84.729444
Acc_10962,10.06516,-83.630885
Acc_10963,10.528333,-84.816389
Acc_10964,10.686111,-84.180556
Acc_10965,9.936111,-84.908333
Acc_10966,10.722937,-85.03681
Acc_10967,9.447222,-83.536111
Acc_10968,9.944444,-84.919444
Acc_10969,-21.661944,-63.640833
Acc_10970,16.653889,-94.985278
Acc_10971,10.75,-85.29111
Acc_10972,10.890278,-85.9
Acc_10973,10.886744,-85.886455
Acc_10974,8.355556,-83.13333
Acc_10975,9.65,-85.07222
Acc_10976,9.881111,-84.19667
Acc_10977,9.705556,-84.14167
Acc_10978,9.620139,-83.268056
Acc_10979,10.722937,-85.03681
Acc_10980,-18.640278,-64.017222
Acc_10981,9.617972,-83.268083
Acc_10982,8.825278,-80.669722
Acc_10983,14.25,-89.45
Acc_10984,14.25,-89.45
Acc_10985,16.813778,-93.182333
Acc_10986,16.792183,-93.179067
Acc_10987,16.796972,-93.182611
Acc_10988,-10.389722,-75.285278
Acc_10989,-10.203611,-75.22
Acc_10990,-10.323611,-75.263333
Acc_10991,-10.185555,-74.588055
Acc_10992,8.869445,-80.841389
Acc_10993,-18.989722,-64.031111
Acc_10994,-18.554444,-63.981944
Acc_10995,16.740556,-88.935278
Acc_10996,12.369722,-85.452778
Acc_10997,8.688611,-79.924722
Acc_10998,8.625,-80.133333
Acc_10999,8.685,-79.924167
Acc_11000,8.974445,-80.6725
Acc_11001,8.716667,-79.866667
Acc_11002,8.716667,-79.866667
Acc_11003,8.8,-82.2
Acc_11004,7.916667,-77.7
Acc_11005,9.5,-79.7
Acc_11006,8.666667,-79.916667
Acc_11007,8.716667,-79.9
Acc_11008,8.666667,-79.916667
Acc_11009,8.683333,-79.85
Acc_11010,8.75,-80.5
Acc_11011,8.681111,-79.926944
Acc_11012,8.626389,-80.147222
Acc_11013,8.666667,-79.916667
Acc_11014,8.666667,-79.916667
Acc_11015,9.333333,-79.766667
Acc_11016,8.633333,-80.716667
Acc_11017,9.25,-79.4
Acc_11018,9.45,-79.116667
Acc_11019,8.683333,-79.916667
Acc_11020,9.2,-79.333333
Acc_11021,9.2,-79.366667
Acc_11022,8.668333,-80.594444
Acc_11023,9.016667,-79.566667
Acc_11024,9.333333,-79.666667
Acc_11025,9.225833,-79.403889
Acc_11026,8.683333,-79.916667
Acc_11027,8.616667,-80.6
Acc_11028,8.716667,-79.9
Acc_11029,9.533333,-79.45
Acc_11030,4.889444,-52.2625
Acc_11031,16.443056,-93.986389
Acc_11032,16.786667,-91.108056
Acc_11033,8.666667,-79.916667
Acc_11034,19.859167,-88.000278
Acc_11035,19.859167,-88.000278
Acc_11036,19.268889,-96.85
Acc_11037,8.666667,-79.916667
Acc_11038,16.411667,-93.833056
Acc_11039,16.414722,-94.0375
Acc_11040,16.306944,-93.858889
Acc_11041,18.5225,-95.148889
Acc_11042,16.893333,-90.966111
Acc_11043,16.806667,-91.121111
Acc_11044,16.705278,-95.004722
Acc_11045,16.790556,-91.090833
Acc_11046,-10.134444,-75.368333
Acc_11047,-10.134444,-75.368333
Acc_11048,10.2,-83.8
Acc_11049,8.683333,-79.916667
Acc_11050,9.65,-82.666667
Acc_11051,9.56,-82.93
Acc_11052,-10.588055,-75.465
Acc_11053,15.503333,-89.403889
Acc_11054,15.759722,-91.843055
Acc_11055,15.783333,-89.845833
Acc_11056,15.800278,-91.7575
Acc_11057,-18.916111,-64.084444
Acc_11058,18.633333,-96.983333
Acc_11059,20.249722,-89.375833
Acc_11060,16.733333,-94.15
Acc_11061,-10.325278,-75.264167
Acc_11062,-10.325278,-75.264167
Acc_11063,-10.573889,-75.351389
Acc_11064,15.889444,-91.775
Acc_11065,15.928333,-91.786389
Acc_11066,-10.565556,-75.108611
Acc_11067,15.800278,-91.7575
Acc_11068,16.987778,-89.883333
Acc_11069,16.991667,-89.883333
Acc_11070,5.688667,-55.846111
Acc_11071,11.183333,-85.666667
Acc_11072,11.231667,-85.551944
Acc_11073,11.883333,-86.5
Acc_11074,11.866667,-86.5
Acc_11075,-13.066667,-73.083333
Acc_11076,-15.047194,-68.440555
Acc_11077,-10.443055,-75.437778
Acc_11078,-14.669861,-68.712306
Acc_11079,-14.670444,-68.709083
Acc_11080,-14.680897,-68.730878
Acc_11081,-2.55,-77.766667
Acc_11082,-2.55,-77.766667
Acc_11083,-2.352778,-78.086667
Acc_11084,-18.645833,-63.977778
Acc_11085,-10.151944,-75.392222
Acc_11086,-15.651344,-68.370426
Acc_11087,-10.323056,-75.5175
Acc_11088,-10.433056,-75.449722
Acc_11089,-10.134444,-75.368333
Acc_11090,-10.134444,-75.368333
Acc_11091,-2.334167,-78.058333
Acc_11092,17.023167,-93.170139
Acc_11093,-4.745555,-73.983611
Acc_11094,17.913611,-89.318611
Acc_11095,23.392222,-105.997778
Acc_11096,-10.304444,-75.277222
Acc_11097,15.577778,-91.480556
Acc_11098,-14.4275,-67.915833
Acc_11099,-14.4275,-67.915833
Acc_11100,-10.292778,-75.519722
Acc_11101,16.05,-91.55
Acc_11102,-18.4,-63.821667
Acc_11103,-10.158333,-75.326111
Acc_11104,-19.003611,-63.704722
Acc_11105,-6.9733,-77.874733
Acc_11106,-10.4375,-75.453056
Acc_11107,-10.4375,-75.453056
Acc_11108,15.503333,-89.403889
Acc_11109,14.3425,-90.715556
Acc_11110,-6.838667,-77.6725
Acc_11111,15.424167,-89.086111
Acc_11112,14.8125,-91.750389
Acc_11113,17.051,-91.153
Acc_11114,-14.753514,-68.886305
Acc_11115,16.009444,-93.412222
Acc_11116,16.048333,-93.438333
Acc_11117,16.969722,-93.079281
Acc_11118,16.8195,-93.069861
Acc_11119,-10.288889,-75.518611
Acc_11120,17.007103,-93.2372
Acc_11121,-10.134444,-75.368333
Acc_11122,-10.581667,-75.407222
Acc_11123,-10.119167,-75.490278
Acc_11124,-10.125,-75.48
Acc_11125,-10.152222,-75.392222
Acc_11126,-10.152222,-75.392222
Acc_11127,-10.152222,-75.392222
Acc_11128,-10.572222,-75.400556
Acc_11129,-10.152222,-75.392222
Acc_11130,-10.549444,-75.366111
Acc_11131,17.333333,-92.833333
Acc_11132,16.316667,-93.583333
Acc_11133,-10.402222,-75.488611
Acc_11134,15.800278,-91.7575
Acc_11135,-10.561389,-75.3675
Acc_11136,14.589167,-89.345
Acc_11137,16.045278,-91.112222
Acc_11138,14.686944,-91.546389
Acc_11139,15.691389,-88.867222
Acc_11140,15.931667,-90.093333
Acc_11141,14.292222,-89.898611
